Product_Name,Category,Date,Units_Sold
Salmon Fillet,Meat & Seafood,2024-11-22,54
Soy Sauce (300ml),Condiments & Spices,2024-11-22,68
Spinach,Fruits & Vegetables,2024-11-22,60
Tomato Ketchup,Condiments & Spices,2024-11-22,91
Tomatoes,Fruits & Vegetables,2024-11-22,78
Tuna (Canned),Meat & Seafood,2024-11-22,131
Vegetable Oil,Oils & Fats,2024-11-22,118
Whole Wheat Bread,Grains & Staples,2024-11-22,158
Bananas,Fruits & Vegetables,2024-11-23,224
Bell Pepper,Fruits & Vegetables,2024-11-23,58
Butter (250g),Oils & Fats,2024-11-23,105
Cheddar Cheese,Dairy & Eggs,2024-11-23,60
Chicken Breast,Meat & Seafood,2024-11-23,172
Cumin Powder,Condiments & Spices,2024-11-23,53
Dark Chocolate,Snacks & Confectionery,2024-11-23,88
Eggs (12pk),Dairy & Eggs,2024-11-23,261
Frozen Peas (500g),Frozen Foods,2024-11-23,90
Frozen Pizza,Frozen Foods,2024-11-23,92
Greek Yogurt,Dairy & Eggs,2024-11-23,89
Green Tea (20pk),Beverages,2024-11-23,80
Ground Beef,Meat & Seafood,2024-11-23,95
Honey (500g),Snacks & Confectionery,2024-11-23,74
Milk (1L),Dairy & Eggs,2024-11-23,214
Mineral Water (2L),Beverages,2024-11-23,175
Oats (1kg),Grains & Staples,2024-11-23,99
Olive Oil,Oils & Fats,2024-11-23,68
Onions,Fruits & Vegetables,2024-11-23,106
Orange Juice (1L),Beverages,2024-11-23,73
Pasta (500g),Grains & Staples,2024-11-23,141
Potato Chips,Snacks & Confectionery,2024-11-23,127
Potatoes,Fruits & Vegetables,2024-11-23,140
Rice (5kg),Grains & Staples,2024-11-23,269
Salmon Fillet,Meat & Seafood,2024-11-23,59
Soy Sauce (300ml),Condiments & Spices,2024-11-23,64
Spinach,Fruits & Vegetables,2024-11-23,61
Tomato Ketchup,Condiments & Spices,2024-11-23,91
Tomatoes,Fruits & Vegetables,2024-11-23,120
Tuna (Canned),Meat & Seafood,2024-11-23,142
Vegetable Oil,Oils & Fats,2024-11-23,135
Whole Wheat Bread,Grains & Staples,2024-11-23,215
Bananas,Fruits & Vegetables,2024-11-24,222
Bell Pepper,Fruits & Vegetables,2024-11-24,83
Butter (250g),Oils & Fats,2024-11-24,79
Cheddar Cheese,Dairy & Eggs,2024-11-24,87
Chicken Breast,Meat & Seafood,2024-11-24,104
Cumin Powder,Condiments & Spices,2024-11-24,71
Dark Chocolate,Snacks & Confectionery,2024-11-24,105
Eggs (12pk),Dairy & Eggs,2024-11-24,298
Frozen Peas (500g),Frozen Foods,2024-11-24,90
Frozen Pizza,Frozen Foods,2024-11-24,76
Greek Yogurt,Dairy & Eggs,2024-11-24,92
Green Tea (20pk),Beverages,2024-11-24,104
Ground Beef,Meat & Seafood,2024-11-24,68
Honey (500g),Snacks & Confectionery,2024-11-24,69
Milk (1L),Dairy & Eggs,2024-11-24,230
Mineral Water (2L),Beverages,2024-11-24,232
Oats (1kg),Grains & Staples,2024-11-24,117
Olive Oil,Oils & Fats,2024-11-24,56
Onions,Fruits & Vegetables,2024-11-24,121
Orange Juice (1L),Beverages,2024-11-24,90
Pasta (500g),Grains & Staples,2024-11-24,156
Potato Chips,Snacks & Confectionery,2024-11-24,119
Potatoes,Fruits & Vegetables,2024-11-24,151
Rice (5kg),Grains & Staples,2024-11-24,267
Salmon Fillet,Meat & Seafood,2024-11-24,73
Soy Sauce (300ml),Condiments & Spices,2024-11-24,82
Spinach,Fruits & Vegetables,2024-11-24,66
Tomato Ketchup,Condiments & Spices,2024-11-24,82
Tomatoes,Fruits & Vegetables,2024-11-24,129
Tuna (Canned),Meat & Seafood,2024-11-24,149
Vegetable Oil,Oils & Fats,2024-11-24,143
Whole Wheat Bread,Grains & Staples,2024-11-24,207
Bananas,Fruits & Vegetables,2024-11-25,187
Bell Pepper,Fruits & Vegetables,2024-11-25,70
Butter (250g),Oils & Fats,2024-11-25,89
Cheddar Cheese,Dairy & Eggs,2024-11-25,60
Chicken Breast,Meat & Seafood,2024-11-25,175
Cumin Powder,Condiments & Spices,2024-11-25,40
Dark Chocolate,Snacks & Confectionery,2024-11-25,96
Eggs (12pk),Dairy & Eggs,2024-11-25,231
Frozen Peas (500g),Frozen Foods,2024-11-25,85
Frozen Pizza,Frozen Foods,2024-11-25,66
Greek Yogurt,Dairy & Eggs,2024-11-25,67
Green Tea (20pk),Beverages,2024-11-25,78
Ground Beef,Meat & Seafood,2024-11-25,73
Honey (500g),Snacks & Confectionery,2024-11-25,69
Milk (1L),Dairy & Eggs,2024-11-25,171
Mineral Water (2L),Beverages,2024-11-25,207
Oats (1kg),Grains & Staples,2024-11-25,74
Olive Oil,Oils & Fats,2024-11-25,71
Onions,Fruits & Vegetables,2024-11-25,92
Orange Juice (1L),Beverages,2024-11-25,89
Pasta (500g),Grains & Staples,2024-11-25,141
Potato Chips,Snacks & Confectionery,2024-11-25,89
Potatoes,Fruits & Vegetables,2024-11-25,109
Rice (5kg),Grains & Staples,2024-11-25,215
Salmon Fillet,Meat & Seafood,2024-11-25,57
Soy Sauce (300ml),Condiments & Spices,2024-11-25,70
Spinach,Fruits & Vegetables,2024-11-25,77
Tomato Ketchup,Condiments & Spices,2024-11-25,73
Tomatoes,Fruits & Vegetables,2024-11-25,115
Tuna (Canned),Meat & Seafood,2024-11-25,139
Vegetable Oil,Oils & Fats,2024-11-25,133
Whole Wheat Bread,Grains & Staples,2024-11-25,170
Bananas,Fruits & Vegetables,2024-11-26,174
Bell Pepper,Fruits & Vegetables,2024-11-26,56
Butter (250g),Oils & Fats,2024-11-26,98
Cheddar Cheese,Dairy & Eggs,2024-11-26,72
Chicken Breast,Meat & Seafood,2024-11-26,124
Cumin Powder,Condiments & Spices,2024-11-26,45
Dark Chocolate,Snacks & Confectionery,2024-11-26,87
Eggs (12pk),Dairy & Eggs,2024-11-26,233
Frozen Peas (500g),Frozen Foods,2024-11-26,87
Frozen Pizza,Frozen Foods,2024-11-26,76
Greek Yogurt,Dairy & Eggs,2024-11-26,77
Green Tea (20pk),Beverages,2024-11-26,58
Ground Beef,Meat & Seafood,2024-11-26,60
Honey (500g),Snacks & Confectionery,2024-11-26,63
Milk (1L),Dairy & Eggs,2024-11-26,153
Mineral Water (2L),Beverages,2024-11-26,151
Oats (1kg),Grains & Staples,2024-11-26,98
Olive Oil,Oils & Fats,2024-11-26,66
Onions,Fruits & Vegetables,2024-11-26,58
Orange Juice (1L),Beverages,2024-11-26,91
Pasta (500g),Grains & Staples,2024-11-26,146
Potato Chips,Snacks & Confectionery,2024-11-26,69
Potatoes,Fruits & Vegetables,2024-11-26,132
Rice (5kg),Grains & Staples,2024-11-26,209
Salmon Fillet,Meat & Seafood,2024-11-26,70
Soy Sauce (300ml),Condiments & Spices,2024-11-26,48
Spinach,Fruits & Vegetables,2024-11-26,46
Tomato Ketchup,Condiments & Spices,2024-11-26,76
Tomatoes,Fruits & Vegetables,2024-11-26,98
Tuna (Canned),Meat & Seafood,2024-11-26,134
Vegetable Oil,Oils & Fats,2024-11-26,128
Whole Wheat Bread,Grains & Staples,2024-11-26,155
Bananas,Fruits & Vegetables,2024-11-27,202
Bell Pepper,Fruits & Vegetables,2024-11-27,66
Butter (250g),Oils & Fats,2024-11-27,82
Cheddar Cheese,Dairy & Eggs,2024-11-27,84
Chicken Breast,Meat & Seafood,2024-11-27,151
Cumin Powder,Condiments & Spices,2024-11-27,44
Dark Chocolate,Snacks & Confectionery,2024-11-27,107
Eggs (12pk),Dairy & Eggs,2024-11-27,229
Frozen Peas (500g),Frozen Foods,2024-11-27,83
Frozen Pizza,Frozen Foods,2024-11-27,66
Greek Yogurt,Dairy & Eggs,2024-11-27,64
Green Tea (20pk),Beverages,2024-11-27,55
Ground Beef,Meat & Seafood,2024-11-27,69
Honey (500g),Snacks & Confectionery,2024-11-27,62
Milk (1L),Dairy & Eggs,2024-11-27,181
Mineral Water (2L),Beverages,2024-11-27,161
Oats (1kg),Grains & Staples,2024-11-27,113
Olive Oil,Oils & Fats,2024-11-27,55
Onions,Fruits & Vegetables,2024-11-27,98
Orange Juice (1L),Beverages,2024-11-27,82
Pasta (500g),Grains & Staples,2024-11-27,144
Potato Chips,Snacks & Confectionery,2024-11-27,71
Potatoes,Fruits & Vegetables,2024-11-27,143
Rice (5kg),Grains & Staples,2024-11-27,219
Salmon Fillet,Meat & Seafood,2024-11-27,70
Soy Sauce (300ml),Condiments & Spices,2024-11-27,85
Spinach,Fruits & Vegetables,2024-11-27,76
Tomato Ketchup,Condiments & Spices,2024-11-27,53
Tomatoes,Fruits & Vegetables,2024-11-27,94
Tuna (Canned),Meat & Seafood,2024-11-27,129
Vegetable Oil,Oils & Fats,2024-11-27,129
Whole Wheat Bread,Grains & Staples,2024-11-27,158
Bananas,Fruits & Vegetables,2024-11-28,168
Bell Pepper,Fruits & Vegetables,2024-11-28,42
Butter (250g),Oils & Fats,2024-11-28,85
Cheddar Cheese,Dairy & Eggs,2024-11-28,62
Chicken Breast,Meat & Seafood,2024-11-28,138
Cumin Powder,Condiments & Spices,2024-11-28,61
Dark Chocolate,Snacks & Confectionery,2024-11-28,79
Eggs (12pk),Dairy & Eggs,2024-11-28,259
Frozen Peas (500g),Frozen Foods,2024-11-28,80
Frozen Pizza,Frozen Foods,2024-11-28,64
Greek Yogurt,Dairy & Eggs,2024-11-28,69
Green Tea (20pk),Beverages,2024-11-28,95
Ground Beef,Meat & Seafood,2024-11-28,83
Honey (500g),Snacks & Confectionery,2024-11-28,44
Milk (1L),Dairy & Eggs,2024-11-28,182
Mineral Water (2L),Beverages,2024-11-28,154
Oats (1kg),Grains & Staples,2024-11-28,98
Olive Oil,Oils & Fats,2024-11-28,54
Onions,Fruits & Vegetables,2024-11-28,65
Orange Juice (1L),Beverages,2024-11-28,68
Pasta (500g),Grains & Staples,2024-11-28,128
Potato Chips,Snacks & Confectionery,2024-11-28,74
Potatoes,Fruits & Vegetables,2024-11-28,136
Rice (5kg),Grains & Staples,2024-11-28,213
Salmon Fillet,Meat & Seafood,2024-11-28,76
Soy Sauce (300ml),Condiments & Spices,2024-11-28,70
Spinach,Fruits & Vegetables,2024-11-28,54
Tomato Ketchup,Condiments & Spices,2024-11-28,72
Tomatoes,Fruits & Vegetables,2024-11-28,85
Tuna (Canned),Meat & Seafood,2024-11-28,121
Vegetable Oil,Oils & Fats,2024-11-28,124
Whole Wheat Bread,Grains & Staples,2024-11-28,169
Bananas,Fruits & Vegetables,2024-11-29,194
Bell Pepper,Fruits & Vegetables,2024-11-29,75
Butter (250g),Oils & Fats,2024-11-29,89
Cheddar Cheese,Dairy & Eggs,2024-11-29,82
Chicken Breast,Meat & Seafood,2024-11-29,112
Cumin Powder,Condiments & Spices,2024-11-29,48
Dark Chocolate,Snacks & Confectionery,2024-11-29,80
Eggs (12pk),Dairy & Eggs,2024-11-29,205
Frozen Peas (500g),Frozen Foods,2024-11-29,65
Frozen Pizza,Frozen Foods,2024-11-29,59
Greek Yogurt,Dairy & Eggs,2024-11-29,65
Green Tea (20pk),Beverages,2024-11-29,78
Ground Beef,Meat & Seafood,2024-11-29,89
Honey (500g),Snacks & Confectionery,2024-11-29,55
Milk (1L),Dairy & Eggs,2024-11-29,185
Mineral Water (2L),Beverages,2024-11-29,182
Oats (1kg),Grains & Staples,2024-11-29,100
Olive Oil,Oils & Fats,2024-11-29,65
Onions,Fruits & Vegetables,2024-11-29,75
Orange Juice (1L),Beverages,2024-11-29,89
Pasta (500g),Grains & Staples,2024-11-29,134
Potato Chips,Snacks & Confectionery,2024-11-29,87
Potatoes,Fruits & Vegetables,2024-11-29,111
Rice (5kg),Grains & Staples,2024-11-29,227
Salmon Fillet,Meat & Seafood,2024-11-29,48
Soy Sauce (300ml),Condiments & Spices,2024-11-29,74
Spinach,Fruits & Vegetables,2024-11-29,74
Tomato Ketchup,Condiments & Spices,2024-11-29,65
Tomatoes,Fruits & Vegetables,2024-11-29,89
Tuna (Canned),Meat & Seafood,2024-11-29,156
Vegetable Oil,Oils & Fats,2024-11-29,128
Whole Wheat Bread,Grains & Staples,2024-11-29,216
Bananas,Fruits & Vegetables,2024-11-30,211
Bell Pepper,Fruits & Vegetables,2024-11-30,70
Butter (250g),Oils & Fats,2024-11-30,94
Cheddar Cheese,Dairy & Eggs,2024-11-30,82
Chicken Breast,Meat & Seafood,2024-11-30,147
Cumin Powder,Condiments & Spices,2024-11-30,53
Dark Chocolate,Snacks & Confectionery,2024-11-30,104
Eggs (12pk),Dairy & Eggs,2024-11-30,293
Frozen Peas (500g),Frozen Foods,2024-11-30,80
Frozen Pizza,Frozen Foods,2024-11-30,72
Greek Yogurt,Dairy & Eggs,2024-11-30,76
Green Tea (20pk),Beverages,2024-11-30,88
Ground Beef,Meat & Seafood,2024-11-30,134
Honey (500g),Snacks & Confectionery,2024-11-30,60
Milk (1L),Dairy & Eggs,2024-11-30,229
Mineral Water (2L),Beverages,2024-11-30,218
Oats (1kg),Grains & Staples,2024-11-30,121
Olive Oil,Oils & Fats,2024-11-30,85
Onions,Fruits & Vegetables,2024-11-30,101
Orange Juice (1L),Beverages,2024-11-30,78
Pasta (500g),Grains & Staples,2024-11-30,167
Potato Chips,Snacks & Confectionery,2024-11-30,128
Potatoes,Fruits & Vegetables,2024-11-30,151
Rice (5kg),Grains & Staples,2024-11-30,265
Salmon Fillet,Meat & Seafood,2024-11-30,81
Soy Sauce (300ml),Condiments & Spices,2024-11-30,70
Spinach,Fruits & Vegetables,2024-11-30,53
Tomato Ketchup,Condiments & Spices,2024-11-30,90
Tomatoes,Fruits & Vegetables,2024-11-30,77
Tuna (Canned),Meat & Seafood,2024-11-30,149
Vegetable Oil,Oils & Fats,2024-11-30,139
Whole Wheat Bread,Grains & Staples,2024-11-30,207
Bananas,Fruits & Vegetables,2024-12-01,201
Bell Pepper,Fruits & Vegetables,2024-12-01,65
Butter (250g),Oils & Fats,2024-12-01,99
Cheddar Cheese,Dairy & Eggs,2024-12-01,104
Chicken Breast,Meat & Seafood,2024-12-01,151
Cumin Powder,Condiments & Spices,2024-12-01,64
Dark Chocolate,Snacks & Confectionery,2024-12-01,108
Eggs (12pk),Dairy & Eggs,2024-12-01,303
Frozen Peas (500g),Frozen Foods,2024-12-01,83
Frozen Pizza,Frozen Foods,2024-12-01,118
Greek Yogurt,Dairy & Eggs,2024-12-01,73
Green Tea (20pk),Beverages,2024-12-01,83
Ground Beef,Meat & Seafood,2024-12-01,87
Honey (500g),Snacks & Confectionery,2024-12-01,67
Milk (1L),Dairy & Eggs,2024-12-01,228
Mineral Water (2L),Beverages,2024-12-01,149
Oats (1kg),Grains & Staples,2024-12-01,132
Olive Oil,Oils & Fats,2024-12-01,77
Onions,Fruits & Vegetables,2024-12-01,129
Orange Juice (1L),Beverages,2024-12-01,117
Pasta (500g),Grains & Staples,2024-12-01,135
Potato Chips,Snacks & Confectionery,2024-12-01,128
Potatoes,Fruits & Vegetables,2024-12-01,129
Rice (5kg),Grains & Staples,2024-12-01,231
Salmon Fillet,Meat & Seafood,2024-12-01,68
Soy Sauce (300ml),Condiments & Spices,2024-12-01,87
Spinach,Fruits & Vegetables,2024-12-01,77
Tomato Ketchup,Condiments & Spices,2024-12-01,75
Tomatoes,Fruits & Vegetables,2024-12-01,71
Tuna (Canned),Meat & Seafood,2024-12-01,164
Vegetable Oil,Oils & Fats,2024-12-01,144
Whole Wheat Bread,Grains & Staples,2024-12-01,189
Bananas,Fruits & Vegetables,2024-12-02,187
Bell Pepper,Fruits & Vegetables,2024-12-02,76
Butter (250g),Oils & Fats,2024-12-02,69
Cheddar Cheese,Dairy & Eggs,2024-12-02,69
Chicken Breast,Meat & Seafood,2024-12-02,173
Cumin Powder,Condiments & Spices,2024-12-02,56
Dark Chocolate,Snacks & Confectionery,2024-12-02,88
Eggs (12pk),Dairy & Eggs,2024-12-02,248
Frozen Peas (500g),Frozen Foods,2024-12-02,85
Frozen Pizza,Frozen Foods,2024-12-02,67
Greek Yogurt,Dairy & Eggs,2024-12-02,75
Green Tea (20pk),Beverages,2024-12-02,72
Ground Beef,Meat & Seafood,2024-12-02,97
Honey (500g),Snacks & Confectionery,2024-12-02,52
Milk (1L),Dairy & Eggs,2024-12-02,187
Mineral Water (2L),Beverages,2024-12-02,167
Oats (1kg),Grains & Staples,2024-12-02,108
Olive Oil,Oils & Fats,2024-12-02,75
Onions,Fruits & Vegetables,2024-12-02,130
Orange Juice (1L),Beverages,2024-12-02,73
Pasta (500g),Grains & Staples,2024-12-02,144
Potato Chips,Snacks & Confectionery,2024-12-02,61
Potatoes,Fruits & Vegetables,2024-12-02,131
Rice (5kg),Grains & Staples,2024-12-02,188
Salmon Fillet,Meat & Seafood,2024-12-02,49
Soy Sauce (300ml),Condiments & Spices,2024-12-02,77
Spinach,Fruits & Vegetables,2024-12-02,50
Tomato Ketchup,Condiments & Spices,2024-12-02,62
Tomatoes,Fruits & Vegetables,2024-12-02,73
Tuna (Canned),Meat & Seafood,2024-12-02,127
Vegetable Oil,Oils & Fats,2024-12-02,124
Whole Wheat Bread,Grains & Staples,2024-12-02,151
Bananas,Fruits & Vegetables,2024-12-03,184
Bell Pepper,Fruits & Vegetables,2024-12-03,50
Butter (250g),Oils & Fats,2024-12-03,83
Cheddar Cheese,Dairy & Eggs,2024-12-03,64
Chicken Breast,Meat & Seafood,2024-12-03,143
Cumin Powder,Condiments & Spices,2024-12-03,56
Dark Chocolate,Snacks & Confectionery,2024-12-03,67
Eggs (12pk),Dairy & Eggs,2024-12-03,284
Frozen Peas (500g),Frozen Foods,2024-12-03,78
Frozen Pizza,Frozen Foods,2024-12-03,87
Greek Yogurt,Dairy & Eggs,2024-12-03,87
Green Tea (20pk),Beverages,2024-12-03,54
Ground Beef,Meat & Seafood,2024-12-03,87
Honey (500g),Snacks & Confectionery,2024-12-03,54
Milk (1L),Dairy & Eggs,2024-12-03,198
Mineral Water (2L),Beverages,2024-12-03,128
Oats (1kg),Grains & Staples,2024-12-03,99
Olive Oil,Oils & Fats,2024-12-03,51
Onions,Fruits & Vegetables,2024-12-03,90
Orange Juice (1L),Beverages,2024-12-03,49
Pasta (500g),Grains & Staples,2024-12-03,114
Potato Chips,Snacks & Confectionery,2024-12-03,78
Potatoes,Fruits & Vegetables,2024-12-03,130
Rice (5kg),Grains & Staples,2024-12-03,195
Salmon Fillet,Meat & Seafood,2024-12-03,59
Soy Sauce (300ml),Condiments & Spices,2024-12-03,70
Spinach,Fruits & Vegetables,2024-12-03,42
Tomato Ketchup,Condiments & Spices,2024-12-03,89
Tomatoes,Fruits & Vegetables,2024-12-03,69
Tuna (Canned),Meat & Seafood,2024-12-03,134
Vegetable Oil,Oils & Fats,2024-12-03,125
Whole Wheat Bread,Grains & Staples,2024-12-03,158
Bananas,Fruits & Vegetables,2024-12-04,183
Bell Pepper,Fruits & Vegetables,2024-12-04,39
Butter (250g),Oils & Fats,2024-12-04,86
Cheddar Cheese,Dairy & Eggs,2024-12-04,80
Chicken Breast,Meat & Seafood,2024-12-04,134
Cumin Powder,Condiments & Spices,2024-12-04,49
Dark Chocolate,Snacks & Confectionery,2024-12-04,90
Eggs (12pk),Dairy & Eggs,2024-12-04,221
Frozen Peas (500g),Frozen Foods,2024-12-04,87
Frozen Pizza,Frozen Foods,2024-12-04,92
Greek Yogurt,Dairy & Eggs,2024-12-04,85
Green Tea (20pk),Beverages,2024-12-04,71
Ground Beef,Meat & Seafood,2024-12-04,107
Honey (500g),Snacks & Confectionery,2024-12-04,66
Milk (1L),Dairy & Eggs,2024-12-04,165
Mineral Water (2L),Beverages,2024-12-04,195
Oats (1kg),Grains & Staples,2024-12-04,105
Olive Oil,Oils & Fats,2024-12-04,52
Onions,Fruits & Vegetables,2024-12-04,77
Orange Juice (1L),Beverages,2024-12-04,55
Pasta (500g),Grains & Staples,2024-12-04,167
Potato Chips,Snacks & Confectionery,2024-12-04,77
Potatoes,Fruits & Vegetables,2024-12-04,98
Rice (5kg),Grains & Staples,2024-12-04,225
Salmon Fillet,Meat & Seafood,2024-12-04,77
Soy Sauce (300ml),Condiments & Spices,2024-12-04,67
Spinach,Fruits & Vegetables,2024-12-04,62
Tomato Ketchup,Condiments & Spices,2024-12-04,84
Tomatoes,Fruits & Vegetables,2024-12-04,64
Tuna (Canned),Meat & Seafood,2024-12-04,140
Vegetable Oil,Oils & Fats,2024-12-04,126
Whole Wheat Bread,Grains & Staples,2024-12-04,211
Bananas,Fruits & Vegetables,2024-12-05,178
Bell Pepper,Fruits & Vegetables,2024-12-05,37
Butter (250g),Oils & Fats,2024-12-05,87
Cheddar Cheese,Dairy & Eggs,2024-12-05,69
Chicken Breast,Meat & Seafood,2024-12-05,125
Cumin Powder,Condiments & Spices,2024-12-05,53
Dark Chocolate,Snacks & Confectionery,2024-12-05,81
Eggs (12pk),Dairy & Eggs,2024-12-05,254
Frozen Peas (500g),Frozen Foods,2024-12-05,89
Frozen Pizza,Frozen Foods,2024-12-05,68
Greek Yogurt,Dairy & Eggs,2024-12-05,50
Green Tea (20pk),Beverages,2024-12-05,70
Ground Beef,Meat & Seafood,2024-12-05,92
Honey (500g),Snacks & Confectionery,2024-12-05,61
Milk (1L),Dairy & Eggs,2024-12-05,190
Mineral Water (2L),Beverages,2024-12-05,166
Oats (1kg),Grains & Staples,2024-12-05,84
Olive Oil,Oils & Fats,2024-12-05,49
Onions,Fruits & Vegetables,2024-12-05,89
Orange Juice (1L),Beverages,2024-12-05,74
Pasta (500g),Grains & Staples,2024-12-05,131
Potato Chips,Snacks & Confectionery,2024-12-05,44
Potatoes,Fruits & Vegetables,2024-12-05,108
Rice (5kg),Grains & Staples,2024-12-05,179
Salmon Fillet,Meat & Seafood,2024-12-05,60
Soy Sauce (300ml),Condiments & Spices,2024-12-05,59
Spinach,Fruits & Vegetables,2024-12-05,71
Tomato Ketchup,Condiments & Spices,2024-12-05,30
Tomatoes,Fruits & Vegetables,2024-12-05,86
Tuna (Canned),Meat & Seafood,2024-12-05,115
Vegetable Oil,Oils & Fats,2024-12-05,121
Whole Wheat Bread,Grains & Staples,2024-12-05,160
Bananas,Fruits & Vegetables,2024-12-06,176
Bell Pepper,Fruits & Vegetables,2024-12-06,69
Butter (250g),Oils & Fats,2024-12-06,92
Cheddar Cheese,Dairy & Eggs,2024-12-06,65
Chicken Breast,Meat & Seafood,2024-12-06,179
Cumin Powder,Condiments & Spices,2024-12-06,46
Dark Chocolate,Snacks & Confectionery,2024-12-06,78
Eggs (12pk),Dairy & Eggs,2024-12-06,230
Frozen Peas (500g),Frozen Foods,2024-12-06,71
Frozen Pizza,Frozen Foods,2024-12-06,75
Greek Yogurt,Dairy & Eggs,2024-12-06,86
Green Tea (20pk),Beverages,2024-12-06,61
Ground Beef,Meat & Seafood,2024-12-06,61
Honey (500g),Snacks & Confectionery,2024-12-06,65
Milk (1L),Dairy & Eggs,2024-12-06,191
Mineral Water (2L),Beverages,2024-12-06,138
Oats (1kg),Grains & Staples,2024-12-06,104
Olive Oil,Oils & Fats,2024-12-06,62
Onions,Fruits & Vegetables,2024-12-06,94
Orange Juice (1L),Beverages,2024-12-06,76
Pasta (500g),Grains & Staples,2024-12-06,135
Potato Chips,Snacks & Confectionery,2024-12-06,100
Potatoes,Fruits & Vegetables,2024-12-06,121
Rice (5kg),Grains & Staples,2024-12-06,215
Salmon Fillet,Meat & Seafood,2024-12-06,84
Soy Sauce (300ml),Condiments & Spices,2024-12-06,66
Spinach,Fruits & Vegetables,2024-12-06,49
Tomato Ketchup,Condiments & Spices,2024-12-06,83
Tomatoes,Fruits & Vegetables,2024-12-06,91
Tuna (Canned),Meat & Seafood,2024-12-06,134
Vegetable Oil,Oils & Fats,2024-12-06,119
Whole Wheat Bread,Grains & Staples,2024-12-06,186
Bananas,Fruits & Vegetables,2024-12-07,255
Bell Pepper,Fruits & Vegetables,2024-12-07,53
Butter (250g),Oils & Fats,2024-12-07,93
Cheddar Cheese,Dairy & Eggs,2024-12-07,84
Chicken Breast,Meat & Seafood,2024-12-07,216
Cumin Powder,Condiments & Spices,2024-12-07,73
Dark Chocolate,Snacks & Confectionery,2024-12-07,105
Eggs (12pk),Dairy & Eggs,2024-12-07,306
Frozen Peas (500g),Frozen Foods,2024-12-07,95
Frozen Pizza,Frozen Foods,2024-12-07,87
Greek Yogurt,Dairy & Eggs,2024-12-07,77
Green Tea (20pk),Beverages,2024-12-07,79
Ground Beef,Meat & Seafood,2024-12-07,62
Honey (500g),Snacks & Confectionery,2024-12-07,56
Milk (1L),Dairy & Eggs,2024-12-07,205
Mineral Water (2L),Beverages,2024-12-07,181
Oats (1kg),Grains & Staples,2024-12-07,102
Olive Oil,Oils & Fats,2024-12-07,72
Onions,Fruits & Vegetables,2024-12-07,91
Orange Juice (1L),Beverages,2024-12-07,120
Pasta (500g),Grains & Staples,2024-12-07,154
Potato Chips,Snacks & Confectionery,2024-12-07,103
Potatoes,Fruits & Vegetables,2024-12-07,147
Rice (5kg),Grains & Staples,2024-12-07,256
Salmon Fillet,Meat & Seafood,2024-12-07,85
Soy Sauce (300ml),Condiments & Spices,2024-12-07,76
Spinach,Fruits & Vegetables,2024-12-07,54
Tomato Ketchup,Condiments & Spices,2024-12-07,82
Tomatoes,Fruits & Vegetables,2024-12-07,88
Tuna (Canned),Meat & Seafood,2024-12-07,177
Vegetable Oil,Oils & Fats,2024-12-07,178
Whole Wheat Bread,Grains & Staples,2024-12-07,194
Bananas,Fruits & Vegetables,2024-12-08,233
Bell Pepper,Fruits & Vegetables,2024-12-08,98
Butter (250g),Oils & Fats,2024-12-08,95
Cheddar Cheese,Dairy & Eggs,2024-12-08,89
Chicken Breast,Meat & Seafood,2024-12-08,210
Cumin Powder,Condiments & Spices,2024-12-08,69
